name,status,family1,family2,family3
Atikamekw,vulnerable,Algic,Algonquian,Cree-Montagnais-Naskapi
Ati,definitely endangered,Austronesian,Malayo-Polynesian,-
Mt. Iraya Agta,critically endangered,Austronesian,Malayo-Polynesian,Greater Central Philippine
Ata,critically endangered,Austronesian,Malayo-Polynesian,Greater Central Philippine
Ashtiani,vulnerable,Indo-European,Indo-Iranian,Iranian
Atong,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Pudtol Atta,safe,Austronesian,Malayo-Polynesian,Northern Luzon
Aralle-Tabulahan,safe,Austronesian,Malayo-Polynesian,South Sulawesi
Waimiri-Atroari,definitely endangered,Cariban,Yawaperi,-
Gros Ventre,extinct,Algic,Algonquian,Arapahoic
Pamplona Atta,safe,Austronesian,Malayo-Polynesian,Northern Luzon
Reel,vulnerable,Nilotic,Western Nilotic,Dinka-Nuer
Northern Altai,definitely endangered,Turkic,Common Turkic,Central Siberian Turkic
Atsugewi,extinct,Palaihnihan,-,-
Arutani,extinct,Unknown,-,-
Aneityum,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Arta,critically endangered,Austronesian,Malayo-Polynesian,Northern Luzon
Asumboa,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Alugu,safe,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Waorani,definitely endangered,Unknown,-,-
Anuta,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Aguna,definitely endangered,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Aushi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Anuki,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Awjilah-Foqaha,definitely endangered,Afro-Asiatic,Berber,-
Heyo,definitely endangered,Nuclear Torricelli,Nuclear Maimai,Heyo-Yahang
Aulua,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Asu (Nigeria),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Molmo One,definitely endangered,Nuclear Torricelli,West Wapei,One
Makayam,safe,Anim,Tirio,Nuclear Tirio
Anus,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Aruek,definitely endangered,Nuclear Torricelli,Kombio-Arapesh-Urat,Kombio-Yambes
Austral,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Auye,definitely endangered,Nuclear Trans New Guinea,Paniai Lakes,Auye-Dao
Awyi,definitely endangered,Border,Taikat-Awyi,-
Awiyaana,safe,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
Uzbeki Arabic,definitely endangered,Afro-Asiatic,Semitic,West Semitic
Avar,vulnerable,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic
Avau,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Alviri-Vidari,severely endangered,Indo-European,Indo-Iranian,Iranian
Avestan,extinct,Indo-European,Indo-Iranian,Iranian
Avikam,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Eastern Egyptian Bedawi Arabic,safe,Afro-Asiatic,Semitic,West Semitic
Angkamuthi,extinct,Pama-Nyungan,Paman,Northern Pama
Avatime,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Agavotaguerra,extinct,Unattested,Arawakan (Unattested),-
Aushiri,extinct,Zaparoan,Zaparo-Abishira,-
Au,definitely endangered,Nuclear Torricelli,Au-Olo-Elkei,-
Avokaya,safe,Central Sudanic,Moru-Madi,Central Moru-Madi
Avá-Canoeiro,severely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Awadhi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Awa (Papua New Guinea),safe,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
Cicipu,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Awetí,definitely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Anguthimri,extinct,Pama-Nyungan,Paman,Northern Pama
Awbono,vulnerable,Bayono-Awbono,-,-
Aekyom,safe,Kamula-Elevala,Elevala,-
Awabakal,extinct,Pama-Nyungan,Southeastern Pama-Nyungan,New South Wales Pama-Nyungan
Arawum,severely endangered,Nuclear Trans New Guinea,Madang,Rai Coast
Awngi,safe,Afro-Asiatic,Cushitic,Agaw
Awak,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Awera,definitely endangered,Lakes Plain,Far West Lakes Plain,-
South Awyu,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Araweté,definitely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Central Awyu,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Kia River Awyu,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Auwon,definitely endangered,Sepik,Yellow River,-
Awara,safe,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Edera Awyu,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Abipon,extinct,Guaicuruan,Guaicuru del Sur,-
Mato Grosso Arára,extinct,Unknown,-,-
Yaka (Central African Republic),vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Lower Southern Aranda,extinct,Pama-Nyungan,Arandic-Thura-Yura,Arandic
Xaragure,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Awar,severely endangered,Lower Sepik-Ramu,Ramu,Lower Ramu
Ayizo Gbe,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Southern Aymara,safe,Aymaran,Central-Southern Aymara,-
Yintyinka-Ayabadhu,critically endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Ayere,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ginyanga,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Hadrami Arabic,safe,Afro-Asiatic,Semitic,West Semitic
Leyigha,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Akuku,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Libyan Arabic,safe,Afro-Asiatic,Semitic,West Semitic
Sanaani Arabic,safe,Afro-Asiatic,Semitic,West Semitic
Ayoreo,definitely endangered,Zamucoan,Zamuco-Ayoreo,-
North Mesopotamian Arabic,safe,Afro-Asiatic,Semitic,West Semitic
Ayi (Papua New Guinea),definitely endangered,Sepik,Sepik Tama,Mayo-Pasi
Central Aymara,vulnerable,Aymaran,Central-Southern Aymara,-
Sorsogon Ayta,severely endangered,Unattested,Austronesian (Unattested),-
Bataan Ayta,definitely endangered,Austronesian,Malayo-Polynesian,Central Luzon
Ayu,severely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tayabas Ayta near Lucena City in Western Quezon,extinct,Unattested,Austronesian (Unattested),-
Maybrat-Karon,safe,Unknown,-,-
Azha,safe,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
South Azerbaijani,safe,Turkic,Common Turkic,Oghuz
San Pedro Amuzgos Amuzgo,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
North Azerbaijani,safe,Turkic,Common Turkic,Oghuz
Ipalapa Amuzgo,definitely endangered,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Western Durango Nahuatl,severely endangered,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan
Awing,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Faire Atta,definitely endangered,Austronesian,Malayo-Polynesian,Northern Luzon
Highland Puebla Nahuatl,safe,Uto-Aztecan,Southern Uto-Aztecan,Corachol-Aztecan
Babatana,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bainounk-Gujaher,vulnerable,Atlantic-Congo,North-Central Atlantic,North Atlantic
Badui,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Baré,critically endangered,Arawakan,Northern Maipuran,Inland Northern Maipuran
Nubaca,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tuki,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bahamas Creole English,safe,Indo-European,Germanic,Northwest Germanic
Barakai,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bashkir,vulnerable,Turkic,Common Turkic,Kipchak
Bambara,safe,Mande,Western Mande,Manding-Kpelle
Balinese,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Waimaha,definitely endangered,Tucanoan,Eastern Tucanoan,Eastern Eastern Tucanoan
Bantawa,definitely endangered,Sino-Tibetan,Himalayish,Mahakiranti
Bavarian,vulnerable,Indo-European,Germanic,Northwest Germanic
Basa (Cameroon),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bada (Nigeria),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Vengo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bambili-Bambui,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bamun,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Batuley,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Baatonum,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Barai,safe,Koiarian,Baraic,Barai-Namiae
Batak Toba,vulnerable,Austronesian,Malayo-Polynesian,Northwest Sumatra-Barrier Islands
Bau,safe,Nuclear Trans New Guinea,Madang,Croisilles
Bangba,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Baibai,definitely endangered,Baibai-Fas,-,-
Barama,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bugan,vulnerable,Austroasiatic,Mangic,Bolyu-Bugan
Barombi,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Ghomálá',safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Babanki,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bats,severely endangered,Nakh-Daghestanian,Nakh,-
Babango,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Uneapa,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Northern Bobo Madaré,safe,Mande,Western Mande,Northwestern Mande
West Central Banda,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bamali,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Girawa,safe,Nuclear Trans New Guinea,Madang,Croisilles
Bakpinka,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Mburku,safe,Afro-Asiatic,Chadic,West Chadic
Kulung (Nigeria),vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Karnai,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Baba,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Befang,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Central Bai,safe,Sino-Tibetan,Macro-Bai,Caijia-Baic
Southern Balochi,safe,Indo-European,Indo-Iranian,Iranian
North Babar,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bamenyam,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bamu,safe,Kiwaian,-,-
Baga Mboteni-Binari,definitely endangered,Atlantic-Congo,North-Central Atlantic,North Atlantic
Bariai,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Baoulé,safe,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
Bardi,critically endangered,Nyulnyulan,Western Nyulnyulan,Bardic
Bunaba,critically endangered,Bunaban,-,-
Coastal-Naga Bikol,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Bannoni,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bali (Nigeria),definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Kaluli,safe,Bosavi,Bosavi Watershed,Kaluli-Sunia
Bali (Democratic Republic of Congo),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bench,vulnerable,Ta-Ne-Omotic,-,-
Babine,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Kohumono,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bendi,safe,Central Sudanic,Membi-Mangbutu-Efe,Mangbutu-Efe
Awad Bing,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Shoo-Minda-Nye,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bana,vulnerable,Afro-Asiatic,Chadic,Biu-Mandara
Bacama,safe,Afro-Asiatic,Chadic,Biu-Mandara
Bainouk-Gunyaamolo-Gutobor,definitely endangered,Atlantic-Congo,North-Central Atlantic,North Atlantic
Kugere-Kuxinge,vulnerable,Atlantic-Congo,North-Central Atlantic,Central Atlantic
Basap,vulnerable,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Emberá-Baudó,vulnerable,Chocoan,Embera,Atrato
Bunama,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bade,safe,Afro-Asiatic,Chadic,West Chadic
Bonggi,vulnerable,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Baka (Sudan),safe,Central Sudanic,Sara-Bongo-Bagirmi,Baka-Beli
Burun,safe,Nilotic,Western Nilotic,Luo-Burun
Bai,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Budukh,definitely endangered,Nakh-Daghestanian,Daghestanian,Lezgic
Indonesian Bajau,vulnerable,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Buduma,vulnerable,Afro-Asiatic,Chadic,Biu-Mandara
Baldemu,critically endangered,Afro-Asiatic,Chadic,Biu-Mandara
Morom,safe,Central Sudanic,Sara-Bongo-Bagirmi,SBB Occidental
Bende,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Bahnar,safe,Austroasiatic,Bahnaric,North Bahnaric
West Coast Bajau,vulnerable,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Burunge,definitely endangered,Afro-Asiatic,Cushitic,South Cushitic
Bokoto,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Oroko,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bodo Parja,safe,Indo-European,Indo-Iranian,Indo-Aryan
Baham,vulnerable,West Bomberai,Nuclear West Bomberai,-
Budong-Budong,severely endangered,Austronesian,Malayo-Polynesian,South Sulawesi
Middle Clarence Bandjalang,safe,Pama-Nyungan,Southeastern Pama-Nyungan,New South Wales Pama-Nyungan
Badeshi,extinct,Unattested,Indo-European (Unattested),-
Beaver,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Bebele,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Iceve-Maci,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bedoanas,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Byangsi,definitely endangered,Sino-Tibetan,Bodic,West Himalayish
Benabena,safe,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka
Lemeting,severely endangered,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Biali,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Riuk Bekati',vulnerable,Austronesian,Malayo-Polynesian,Land Dayak
Beja,safe,Afro-Asiatic,Cushitic,-
Bebeli,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Belarusian,vulnerable,Indo-European,Balto-Slavic,Slavic
Bemba (Zambia),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bengali,safe,Indo-European,Indo-Iranian,Indo-Aryan
Beami,safe,Bosavi,Etoro-Bedamini,-
Besoa,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Beembe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Besme,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Guiberoua Béte,safe,Atlantic-Congo,Volta-Congo,Kru
Blagar,definitely endangered,Timor-Alor-Pantar,Alor-Pantar,Alor
Daloa Bété,safe,Atlantic-Congo,Volta-Congo,Kru
Betawi,vulnerable,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Jur Modo,safe,Central Sudanic,Sara-Bongo-Bagirmi,Baka-Beli
Beli (Papua New Guinea),vulnerable,Nuclear Torricelli,-,-
Bena (Tanzania),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bari,safe,Nilotic,Eastern Nilotic,Bari-Kakwa-Mandari
Pauri Bareli,safe,Indo-European,Indo-Iranian,Indo-Aryan
Northern Bai,definitely endangered,Sino-Tibetan,Macro-Bai,Caijia-Baic
Bafut,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Betaf,definitely endangered,Tor-Orya,Tor,Coastal Tor
Bofi,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Busang Kayan,safe,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Mblafe-Ránmo,safe,Morehead-Wasur,Morehead-Maro,Tonda
British Sign Language,safe,Sign Language,Deaf Sign Language,BSLic
Bafanji,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ban Khor Sign Language,definitely endangered,Sign Language,Village Sign Language,-
Banda-Ndélé,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Mmen,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Bunak,vulnerable,Timor-Alor-Pantar,East Timor-Bunaq,-
Malba Birifor,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Beba,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Badaga,definitely endangered,Dravidian,South Dravidian,South Dravidian I
Bazigar,definitely endangered,Unclassifiable,-,-
Southern Bai,safe,Sino-Tibetan,Macro-Bai,Caijia-Baic
Balti,safe,Sino-Tibetan,Bodic,Bodish
Bunan,definitely endangered,Sino-Tibetan,Bodic,West Himalayish
Bondo,definitely endangered,Austroasiatic,Mundaic,South Munda
Bagheli,safe,Indo-European,Indo-Iranian,Indo-Aryan
Mahasu Pahari,safe,Indo-European,Indo-Iranian,Indo-Aryan
Gwamhi-Wuri,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Bobongko,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Haryanvi,safe,Indo-European,Indo-Iranian,Indo-Aryan
Rathwi Bareli,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bauria,safe,Indo-European,Indo-Iranian,Indo-Aryan
Ngombe-Bangandu,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bugun,definitely endangered,Sino-Tibetan,Kho-Bwa,Kamengic
Giangan,definitely endangered,Austronesian,Malayo-Polynesian,Bilic
Bangolan,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bit,severely endangered,Austroasiatic,Khasi-Palaung,Palaungic
Bo (Laos),safe,Austroasiatic,Vietic,Viet-Muong
Western Balochi,safe,Indo-European,Indo-Iranian,Iranian
Baga Koga,definitely endangered,Atlantic-Congo,Mel,Northern Mel
Eastern Balochi,safe,Indo-European,Indo-Iranian,Iranian
Bagri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bawm Chin,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Tagabawa,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Bughotu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Mbongno,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Warkay-Bipim,definitely endangered,Anim,Marind-Boazi-Yaqai,Yaqayic
Bhatri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Rumelian Turkish,definitely endangered,Turkic,Common Turkic,Oghuz
Benggoi,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Banggai,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Bharia,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bhili,safe,Indo-European,Indo-Iranian,Indo-Aryan
Biga,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bhadrawahi,vulnerable,Indo-European,Indo-Iranian,Indo-Aryan
Bhaya,definitely endangered,Indo-European,Indo-Iranian,Indo-Aryan
Odiai,definitely endangered,Unknown,-,-
Binandere,safe,Nuclear Trans New Guinea,Greater Binanderean,Binanderean
Bukharic,safe,Indo-European,Indo-Iranian,Iranian
Bhilali,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bahing,critically endangered,Sino-Tibetan,Himalayish,Mahakiranti
Bimin,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Bathari,severely endangered,Afro-Asiatic,Semitic,West Semitic
Bohtan Neo-Aramaic,severely endangered,Afro-Asiatic,Semitic,West Semitic
Bhojpuri,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bima,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tukang Besi South,safe,Austronesian,Malayo-Polynesian,Celebic
Bara Malagasy,safe,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Buwal,safe,Afro-Asiatic,Chadic,Biu-Mandara
Bhattiyali,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bhunjia,safe,Indo-European,Indo-Iranian,Indo-Aryan
Bahau,safe,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Biak,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bhele,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Bada (Indonesia),safe,Austronesian,Malayo-Polynesian,Celebic
Badimaya,extinct,Pama-Nyungan,South-West Pama-Nyungan,Kartu-Nhanda
Bissa,safe,Mande,Eastern Mande,Bisa-Busa
Bidiyo,safe,Afro-Asiatic,Chadic,East Chadic
Bepour,severely endangered,Nuclear Trans New Guinea,Madang,Croisilles
Biafada,vulnerable,Atlantic-Congo,North-Central Atlantic,North Atlantic
Biangai,safe,Goilalan,-,-
Vaghat-Ya-Bijim-Legeri,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Bile,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Bimoba,vulnerable,Atlantic-Congo,Volta-Congo,North Volta-Congo
Bini,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Nai,definitely endangered,Kwomtari-Nai,-,-
Bila,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bipi,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bisorio,definitely endangered,Nuclear Trans New Guinea,Enga-Kewa-Huli,Engan
Bislama,safe,Indo-European,Germanic,Northwest Germanic
Berinomo,definitely endangered,Sepik,Sepik Hill,Central Sepik Hill
Biete,vulnerable,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Southern Birifor,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Kol (Cameroon),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Bijori,safe,Austroasiatic,Mundaic,North Munda
Birhor,definitely endangered,Austroasiatic,Mundaic,North Munda
Loi-Likila,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Budza,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Banggarla,extinct,Pama-Nyungan,Arandic-Thura-Yura,Thura-Yura
Bariji,safe,Yareban,Yareba-Bariji-Nawaru,-
Biao-Jiao Mien,safe,Hmong-Mien,Mienic,-
Barzani Jewish Neo-Aramaic,critically endangered,Afro-Asiatic,Semitic,West Semitic
Kangaki-Kagbaaga-Kajoko Bidyogo,safe,Atlantic-Congo,North-Central Atlantic,Central Atlantic
Bahinemo,vulnerable,Sepik,Sepik Hill,Central Sepik Hill
Burji,vulnerable,Afro-Asiatic,Cushitic,East Cushitic
Kanauji,vulnerable,Indo-European,Indo-Iranian,Indo-Aryan
Barok,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bulu (Papua New Guinea),definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Bajelani,vulnerable,Indo-European,Indo-Iranian,Iranian
Banjar,safe,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
